ActivityId,Type,Name,Website,Google_Map_Link,Total_reviews,ImageCount
Kyoto-323,Bar,川崎BAR,,"https://www.google.com/maps/place/%E5%B7%9D%E5%B4%8EBAR/@35.0080164,135.7708615,17z/data=!3m1!5s0x6001089355bbdb4d:0x75977a1aad0a0c92!4m15!1m8!3m7!1s0x6001089355ba5555:0xe0e2b302597b7689!2z5bed5bSOQkFS!8m2!3d35.0080164!4d135.7708615!10e1!16s%2Fg%2F11f346794v!3m5!1s0x6001089355ba5555:0xe0e2b302597b7689!8m2!3d35.0080164!4d135.7708615!16s%2Fg%2F11f346794v?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI1MDUxMy4xIKXMDSoJLDEwMjExNDUzSAFQAw%3D%3D",30,0
Kyoto-324,Bar,Color's Kiyamachi,,"https://www.google.com/maps/place/Color's+Kiyamachi/@35.0081213,135.7705594,17z/data=!3m1!5s0x60010893512f371d:0x22b16b1085852ffd!4m15!1m8!3m7!1s0x6001097078e90881:0xfa9f919d9d2370a2!2sColor's+Kiyamachi!8m2!3d35.0081213!4d135.7705594!10e1!16s%2Fg%2F11h4v809yg!3m5!1s0x6001097078e90881:0xfa9f919d9d2370a2!8m2!3d35.0081213!4d135.7705594!16s%2Fg%2F11h4v809yg?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI1MDUxMy4xIKXMDSoJLDEwMjExNDUzSAFQAw%3D%3D",11,0
Kyoto-325,Bar,Setsugekka + Salon,http://www.kyoto-setsugekka.com/,"https://www.google.com/maps/place/Setsugekka+%2B+Salon/@35.0086862,135.764789,17z/data=!3m1!5s0x60010894a09dbd17:0x135b8d95f360c3b9!4m15!1m8!3m7!1s0x60010891c153151d:0xa00efc5662fad38b!2sSetsugekka+%2B+Salon!8m2!3d35.0086862!4d135.764789!10e1!16s%2Fg%2F1tklqfrw!3m5!1s0x60010891c153151d:0xa00efc5662fad38b!8m2!3d35.0086862!4d135.764789!16s%2Fg%2F1tklqfrw?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI1MDUxMy4xIKXMDSoJLDEwMjExNDUzSAFQAw%3D%3D",137,0
Kyoto-326,Bar,ＥＰ・ＮｕｅｓｔｒａＣａｓａ,,"https://www.google.com/maps/place/%EF%BC%A5%EF%BC%B0%E3%83%BB%EF%BC%AE%EF%BD%95%EF%BD%85%EF%BD%93%EF%BD%94%EF%BD%92%EF%BD%81%EF%BC%A3%EF%BD%81%EF%BD%93%EF%BD%81/@35.0080269,135.7709014,17z/data=!4m15!1m8!3m7!1s0x60010893550b0351:0x8dd4ea56fd672cbd!2z77yl77yw44O777yu772V772F772T772U772S772B77yj772B772T772B!8m2!3d35.0080269!4d135.7709014!10e1!16s%2Fg%2F12qg8yxyg!3m5!1s0x60010893550b0351:0x8dd4ea56fd672cbd!8m2!3d35.0080269!4d135.7709014!16s%2Fg%2F12qg8yxyg?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI1MDUxMy4xIKXMDSoJLDEwMjExNDUzSAFQAw%3D%3D",23,0
Kyoto-327,Bar,川端二条,https://www.instagram.com/voa.tsiperifery?igsh=bnVtZHU0bjN4YTcw&utm_source=qr,https://www.google.com/maps/place/%E5%B7%9D%E7%AB%AF%E4%BA%8C%E6%9D%A1/data=!4m7!3m6!1s0x600109e1b1ee7481:0xcdf9a395a78f26b!8m2!3d35.0130617!4d135.7725486!16s%2Fg%2F11sz2fsnky!19sChIJgXTuseEJAWARa_J4Wjma3ww?authuser=0&hl=en&rclk=1,14,0
Kyoto-328,Bar,Bar Liquor Museum Pontocho,https://www.instagram.com/lm.pontocho.kyoto.bar?igsh=NzNueXpsYXQ3YnYz&utm_source=qr,"https://www.google.com/maps/place/Bar+Liquor+Museum+Pontocho/@35.0077763,135.7709663,17z/data=!4m15!1m8!3m7!1s0x600109df2b62d51b:0x621af5fd8526bd60!2sBar+Liquor+Museum+Pontocho!8m2!3d35.0077763!4d135.7709663!10e1!16s%2Fg%2F11glwkf2my!3m5!1s0x600109df2b62d51b:0x621af5fd8526bd60!8m2!3d35.0077763!4d135.7709663!16s%2Fg%2F11glwkf2my?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI1MDUxMy4xIKXMDSoJLDEwMjExNDUzSAFQAw%3D%3D",220,0
Kyoto-329,Bar,Bar 2Door,http://kyoto-pontocho-bar2door.com/,"https://www.google.com/maps/place/Bar+2Door/@35.0082368,135.7712733,17z/data=!3m1!5s0x600108ecabc88e9d:0x667439e11a65b2e0!4m15!1m8!3m7!1s0x600108ecaa481abb:0xc506be5a2c53dc78!2sBar+2Door!8m2!3d35.0082368!4d135.7712733!10e1!16s%2Fg%2F11f2ckx87n!3m5!1s0x600108ecaa481abb:0xc506be5a2c53dc78!8m2!3d35.0082368!4d135.7712733!16s%2Fg%2F11f2ckx87n?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI1MDUxMy4xIKXMDSoJLDEwMjExNDUzSAFQAw%3D%3D",30,4
Kyoto-330,Bar,Mizuki,https://www.facebook.com/%E5%92%8C%E9%85%92-%E7%BE%8E%E3%81%9A%E3%81%8D-1515029532120400/,"https://www.google.com/maps/place/Mizuki/@35.0130048,135.7682647,17z/data=!3m1!5s0x6001088dae903b07:0x2b1151e957806017!4m15!1m8!3m7!1s0x600108848b395555:0x5e18c4a9825d15fd!2sMizuki!8m2!3d35.0130048!4d135.7682647!10e1!16s%2Fg%2F11by_h5fw1!3m5!1s0x600108848b395555:0x5e18c4a9825d15fd!8m2!3d35.0130048!4d135.7682647!16s%2Fg%2F11by_h5fw1?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI1MDUxMy4xIKXMDSoJLDEwMjExNDUzSAFQAw%3D%3D",38,0
Kyoto-331,Bar,お酒の美術館三条新京極店,https://osakeno-museum.com/sanjoshinkyogoku/,"https://www.google.com/maps/place/%E3%81%8A%E9%85%92%E3%81%AE%E7%BE%8E%E8%A1%93%E9%A4%A8%E4%B8%89%E6%9D%A1%E6%96%B0%E4%BA%AC%E6%A5%B5%E5%BA%97/@35.0084681,135.7673974,17z/data=!4m15!1m8!3m7!1s0x60010900730b704d:0xe600fb34bdd740ba!2z44GK6YWS44Gu576O6KGT6aSo5LiJ5p2h5paw5Lqs5qW15bqX!8m2!3d35.0084681!4d135.7673974!10e1!16s%2Fg%2F11whx6bzw6!3m5!1s0x60010900730b704d:0xe600fb34bdd740ba!8m2!3d35.0084681!4d135.7673974!16s%2Fg%2F11whx6bzw6?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI1MDUxMy4xIKXMDSoJLDEwMjExNDUzSAFQAw%3D%3D",36,6
Kyoto-332,Bar,do you,https://kissabar-doyou.com/,"https://www.google.com/maps/place/do+you/@35.0121093,135.7706197,17z/data=!3m1!5s0x60010892a907e20f:0xcbe04bb0e9624a87!4m15!1m8!3m7!1s0x600108894654b8dd:0x5b04ce0ff363b7c7!2sdo+you!8m2!3d35.0121093!4d135.7706197!10e1!16s%2Fg%2F11bwny6kt7!3m5!1s0x600108894654b8dd:0x5b04ce0ff363b7c7!8m2!3d35.0121093!4d135.7706197!16s%2Fg%2F11bwny6kt7?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI1MDUxMy4xIKXMDSoJLDEwMjExNDUzSAFQAw%3D%3D",22,5
Kyoto-333,Bar & grill,Bar&Food コイル アンド レイン,https://coilandrein.jimdofree.com/,"https://www.google.com/maps/place/Bar%26Food+%E3%82%B3%E3%82%A4%E3%83%AB+%E3%82%A2%E3%83%B3%E3%83%89+%E3%83%AC%E3%82%A4%E3%83%B3/@35.0092883,135.7699412,17z/data=!3m1!5s0x600108931880f79f:0x3250287754d39ee5!4m15!1m8!3m7!1s0x600109d1c40374bb:0x6ef45ff404aed7cb!2zQmFyJkZvb2Qg44Kz44Kk44OrIOOCouODs-ODiSDjg6zjgqTjg7M!8m2!3d35.0092883!4d135.7699412!10e1!16s%2Fg%2F11qn0zg6f5!3m5!1s0x600109d1c40374bb:0x6ef45ff404aed7cb!8m2!3d35.0092883!4d135.7699412!16s%2Fg%2F11qn0zg6f5?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI1MDUxMy4xIKXMDSoJLDEwMjExNDUzSAFQAw%3D%3D",40,2
Kyoto-334,Beer hall,YEBISU BAR - Kyoto-Yodobashi,https://www.ginzalion.jp/shop/brand/yebisubar/shop70.html,"https://www.google.com/maps/place/YEBISU+BAR+-+Kyoto-Yodobashi/@34.9879408,135.759216,17z/data=!3m1!5s0x600108af74ff7d81:0xe94eed9e000532c7!4m15!1m8!3m7!1s0x6001089bb563b117:0x11ef6f44baefea54!2sYEBISU+BAR+-+Kyoto-Yodobashi!8m2!3d34.9879408!4d135.759216!10e1!16s%2Fg%2F12lt46wzy!3m5!1s0x6001089bb563b117:0x11ef6f44baefea54!8m2!3d34.9879408!4d135.759216!16s%2Fg%2F12lt46wzy?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI1MDUxMy4xIKXMDSoJLDEwMjExNDUzSAFQAw%3D%3D",1123,0
Kyoto-335,Brewpub,Bighand Bros. Beer TERAMACHI,https://www.bighandbros.com/blogs/location/teramachi,"https://www.google.com/maps/place/Bighand+Bros.+Beer+TERAMACHI/@35.0126445,135.7673342,17z/data=!4m15!1m8!3m7!1s0x600109af43b9577b:0x19d71aeae76b27aa!2sBighand+Bros.+Beer+TERAMACHI!8m2!3d35.0126445!4d135.7673342!10e1!16s%2Fg%2F11kjk0s_1h!3m5!1s0x600109af43b9577b:0x19d71aeae76b27aa!8m2!3d35.0126445!4d135.7673342!16s%2Fg%2F11kjk0s_1h?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI1MDUxMy4xIKXMDSoJLDEwMjExNDUzSAFQAw%3D%3D",21,5
Kyoto-336,Cider bar,Swingin',https://www.instagram.com/ringosakaba_swingin?igsh=dnpmNGNnc3B6c3I1,"https://www.google.com/maps/place/Swingin'/@35.0125356,135.7673585,17z/data=!3m1!5s0x6001088dc906ea47:0xa329b8a3bd07c4c0!4m15!1m8!3m7!1s0x60010959d88daca3:0x97aa2f0b0ad32a18!2sSwingin'!8m2!3d35.0125356!4d135.7673585!10e1!16s%2Fg%2F11hzxrk6w3!3m5!1s0x60010959d88daca3:0x97aa2f0b0ad32a18!8m2!3d35.0125356!4d135.7673585!16s%2Fg%2F11hzxrk6w3?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI1MDUxMy4xIKXMDSoJLDEwMjExNDUzSAFQAw%3D%3D",57,0
Kyoto-337,Gastropub,Tavern Simpson,,"https://www.google.com/maps/place/Tavern+Simpson/@35.01037,135.769421,17z/data=!4m15!1m8!3m7!1s0x60010892ec32badd:0x1faa889af703d541!2sTavern+Simpson!8m2!3d35.01037!4d135.769421!10e1!16s%2Fg%2F1tkq_4s3!3m5!1s0x60010892ec32badd:0x1faa889af703d541!8m2!3d35.01037!4d135.769421!16s%2Fg%2F1tkq_4s3?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI1MDUxMy4xIKXMDSoJLDEwMjExNDUzSAFQAw%3D%3D",68,0
Kyoto-338,Hookah bar,シーシャバー Getshishalounge 木屋町 三条駅,http://www.getshishalounge.com/,"https://www.google.com/maps/place/%E3%82%B7%E3%83%BC%E3%82%B7%E3%83%A3%E3%83%90%E3%83%BC+Getshishalounge+%E6%9C%A8%E5%B1%8B%E7%94%BA+%E4%B8%89%E6%9D%A1%E9%A7%85/@35.0101145,135.7707226,17z/data=!3m1!5s0x60010892d643adff:0xeae4d2fa1be59552!4m15!1m8!3m7!1s0x600109c65f1348bb:0x7fb531df4bec9897!2z44K344O844K344Oj44OQ44O8IEdldHNoaXNoYWxvdW5nZSDmnKjlsYvnlLog5LiJ5p2h6aeF!8m2!3d35.0101145!4d135.7707226!10e1!16s%2Fg%2F11pk9czqh8!3m5!1s0x600109c65f1348bb:0x7fb531df4bec9897!8m2!3d35.0101145!4d135.7707226!16s%2Fg%2F11pk9czqh8?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI1MDUxMy4xIKXMDSoJLDEwMjExNDUzSAFQAw%3D%3D",841,2
Kyoto-339,Irish pub,GNOME,https://haniwa9.wixsite.com/gnome,https://www.google.com/maps/place/GNOME/data=!4m7!3m6!1s0x6001088d09cff3e9:0x8b8e8ba96a79863f!8m2!3d35.0128859!4d135.7687299!16s%2Fg%2F1w66597b!19sChIJ6fPPCY0IAWARP4Z5aqmLjos?authuser=0&hl=en&rclk=1,64,1
Kyoto-340,Pub,ZAZA Pub Kyoto,http://zazapubs.com/,"https://www.google.com/maps/place/ZAZA+Pub+Kyoto/@35.0078145,135.7702587,17z/data=!4m15!1m8!3m7!1s0x60010883810d0529:0x321b293be9e613aa!2sZAZA+Pub+Kyoto!8m2!3d35.0078145!4d135.7702587!10e1!16s%2Fg%2F1txnpc3k!3m5!1s0x60010883810d0529:0x321b293be9e613aa!8m2!3d35.0078145!4d135.7702587!16s%2Fg%2F1txnpc3k?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI1MDUxMy4xIKXMDSoJLDEwMjExNDUzSAFQAw%3D%3D",573,1
Kyoto-341,Pub,Pig & Whistle,https://pigandwhistle.org.uk/,"https://www.google.com/maps/place/Pig+%26+Whistle/@35.0093453,135.7728638,17z/data=!3m1!5s0x600108ebd9ad23e3:0xcaa179de2ac38c94!4m15!1m8!3m7!1s0x600108ec835fa07f:0x204bb2603a88955f!2sPig+%26+Whistle!8m2!3d35.0093453!4d135.7728638!10e1!16s%2Fg%2F1tdhlqnm!3m5!1s0x600108ec835fa07f:0x204bb2603a88955f!8m2!3d35.0093453!4d135.7728638!16s%2Fg%2F1tdhlqnm?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI1MDUxMy4xIKXMDSoJLDEwMjExNDUzSAFQAw%3D%3D",466,0
Kyoto-342,Pub,DUBLIN,https://k127211.gorp.jp/,"https://www.google.com/maps/place/DUBLIN/@35.0112598,135.7700205,17z/data=!3m1!5s0x60010892bc20f0c9:0xdf0a92066efb1a17!4m15!1m8!3m7!1s0x6001062a8f33fab5:0x8a7728e83d931736!2sDUBLIN!8m2!3d35.0112598!4d135.7700205!10e1!16s%2Fg%2F1tj7dyz_!3m5!1s0x6001062a8f33fab5:0x8a7728e83d931736!8m2!3d35.0112598!4d135.7700205!16s%2Fg%2F1tj7dyz_?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI1MDUxMy4xIKXMDSoJLDEwMjExNDUzSAFQAw%3D%3D",250,0
Kyoto-343,Pub,HUB British Pub Sanjōkiyamachi,https://www.pub-hub.com/index.php/shop/detail/107?utm_source=google&utm_medium=mybusiness&utm_term=profile,"https://www.google.com/maps/place/HUB+British+Pub+Sanj%C5%8Dkiyamachi/@35.0091134,135.7702042,17z/data=!3m1!5s0x6001089319b597a5:0x794fe8c6991c851b!4m15!1m8!3m7!1s0x600108933b92b22b:0x5481e15e28dae6a8!2sHUB+British+Pub+Sanj%C5%8Dkiyamachi!8m2!3d35.0091134!4d135.7702042!10e1!16s%2Fg%2F11csb3jm5h!3m5!1s0x600108933b92b22b:0x5481e15e28dae6a8!8m2!3d35.0091134!4d135.7702042!16s%2Fg%2F11csb3jm5h?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI1MDUxMy4xIKXMDSoJLDEwMjExNDUzSAFQAw%3D%3D",664,0
Kyoto-344,Sports bar,amusement bar SHARIF(バー シャリーフ) 三条木屋町店,https://sharif-kyoto.com/,"https://www.google.com/maps/place/amusement+bar+SHARIF(%E3%83%90%E3%83%BC+%E3%82%B7%E3%83%A3%E3%83%AA%E3%83%BC%E3%83%95)+%E4%B8%89%E6%9D%A1%E6%9C%A8%E5%B1%8B%E7%94%BA%E5%BA%97/@35.0078552,135.7701486,17z/data=!3m1!5s0x600108935eb02603:0xc7b4c1982d2b958e!4m15!1m8!3m7!1s0x600109e6175498b3:0x77b5c10074483d8b!2zYW11c2VtZW50IGJhciBTSEFSSUYo44OQ44O8IOOCt-ODo-ODquODvOODlSkg5LiJ5p2h5pyo5bGL55S65bqX!8m2!3d35.0078552!4d135.7701486!10e1!16s%2Fg%2F11hz0tkrvv!3m5!1s0x600109e6175498b3:0x77b5c10074483d8b!8m2!3d35.0078552!4d135.7701486!16s%2Fg%2F11hz0tkrvv?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI1MDUxMy4xIKXMDSoJLDEwMjExNDUzSAFQAw%3D%3D",31,9
Kyoto-345,Stand bar,京の酒処 1038,https://www.facebook.com/1038.zest/,"https://www.google.com/maps/place/%E4%BA%AC%E3%81%AE%E9%85%92%E5%87%A6+1038/@35.0109334,135.7685419,17z/data=!3m1!5s0x6001089277c38a2b:0x486cece433842af8!4m15!1m8!3m7!1s0x60010900967bd643:0x78a7ad3710a0fb81!2z5Lqs44Gu6YWS5YemIDEwMzg!8m2!3d35.0109334!4d135.7685419!10e1!16s%2Fg%2F11h32j8z88!3m5!1s0x60010900967bd643:0x78a7ad3710a0fb81!8m2!3d35.0109334!4d135.7685419!16s%2Fg%2F11h32j8z88?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI1MDUxMy4xIKXMDSoJLDEwMjExNDUzSAFQAw%3D%3D",39,0
Kyoto-346,Wine bar,Libero,https://www.facebook.com/Wine-Bar-Libero-235316223183064/?refid=12,"https://www.google.com/maps/place/Libero/@35.0096996,135.7664082,17z/data=!3m1!5s0x600108921d4086f9:0x1684796bf0b2c63f!4m15!1m8!3m7!1s0x60010891f7edaaab:0xee50bd08bc446894!2sLibero!8m2!3d35.0096996!4d135.7664082!10e1!16s%2Fg%2F11c2n_4f0y!3m5!1s0x60010891f7edaaab:0xee50bd08bc446894!8m2!3d35.0096996!4d135.7664082!16s%2Fg%2F11c2n_4f0y?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI1MDUxMy4xIKXMDSoJLDEwMjExNDUzSAFQAw%3D%3D",41,0
Kyoto-347,Balinese restaurant,Dining Cafe Bali Gasi,http://baligasi.com/,"https://www.google.com/maps/place/Dining+Cafe+Bali+Gasi/@35.0528082,135.7673092,17z/data=!4m15!1m8!3m7!1s0x6001081e8a58708b:0xdc537dd47a69fde4!2sDining+Cafe+Bali+Gasi!8m2!3d35.0528082!4d135.7673092!10e1!16s%2Fg%2F1tf75dys!3m5!1s0x6001081e8a58708b:0xdc537dd47a69fde4!8m2!3d35.0528082!4d135.7673092!16s%2Fg%2F1tf75dys?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI1MDUxMy4xIKXMDSoJLDEwMjExNDUzSAFQAw%3D%3D",153,0
Kyoto-348,Bar,Mayday coffee&bar,,"https://www.google.com/maps/place/Mayday+coffee%26bar/@35.040565,135.7499052,17z/data=!4m15!1m8!3m7!1s0x600107fdaa8b5f81:0x4241ff20eeb3e4e5!2sMayday+coffee%26bar!8m2!3d35.040565!4d135.7499052!10e1!16s%2Fg%2F1pp2x7t5h!3m5!1s0x600107fdaa8b5f81:0x4241ff20eeb3e4e5!8m2!3d35.040565!4d135.7499052!16s%2Fg%2F1pp2x7t5h?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI1MDUxMy4xIKXMDSoJLDEwMjExNDUzSAFQAw%3D%3D",68,0
Kyoto-349,Bar,J's Bar,,"https://www.google.com/maps/place/J's+Bar/@35.0494791,135.741119,17z/data=!4m15!1m8!3m7!1s0x6001a9a7fdcfd9b3:0x8b9d552cec46d402!2sJ's+Bar!8m2!3d35.0494791!4d135.741119!10e1!16s%2Fg%2F11gk39n1mf!3m5!1s0x6001a9a7fdcfd9b3:0x8b9d552cec46d402!8m2!3d35.0494791!4d135.741119!16s%2Fg%2F11gk39n1mf?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI1MDUxMy4xIKXMDSoJLDEwMjExNDUzSAFQAw%3D%3D",19,0
Kyoto-350,Bar,Music bar kinaco,,"https://www.google.com/maps/place/Music+bar+kinaco/@35.058145,135.7482062,17z/data=!4m15!1m8!3m7!1s0x6001a95af7d494d5:0x8677c22dc23394a5!2sMusic+bar+kinaco!8m2!3d35.058145!4d135.7482062!10e1!16s%2Fg%2F11gj4q2vqh!3m5!1s0x6001a95af7d494d5:0x8677c22dc23394a5!8m2!3d35.058145!4d135.7482062!16s%2Fg%2F11gj4q2vqh?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI1MDUxMy4xIKXMDSoJLDEwMjExNDUzSAFQAw%3D%3D",12,0
Kyoto-351,Bar,京都洋酒研究所,https://kyoto-was-lab.jimdosite.com/,"https://www.google.com/maps/place/%E4%BA%AC%E9%83%BD%E6%B4%8B%E9%85%92%E7%A0%94%E7%A9%B6%E6%89%80/@35.0464644,135.7545118,17z/data=!3m1!5s0x60010801028e6a6d:0xf5f0d51e243c7d94!4m15!1m8!3m7!1s0x600109d3ce9f5901:0x5924c1b38d405168!2z5Lqs6YO95rSL6YWS56CU56m25omA!8m2!3d35.0464644!4d135.7545118!10e1!16s%2Fg%2F11h79kl9k_!3m5!1s0x600109d3ce9f5901:0x5924c1b38d405168!8m2!3d35.0464644!4d135.7545118!16s%2Fg%2F11h79kl9k_?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI1MDUxMy4xIKXMDSoJLDEwMjExNDUzSAFQAw%3D%3D",13,0
Kyoto-352,Bar,bar HIGH CENTRAL whisky &cocktail,https://bar-highcentral.com/,"https://www.google.com/maps/place/bar+HIGH+CENTRAL+whisky+%26cocktail/@34.9894426,135.760622,17z/data=!3m1!5s0x600108aff20b004d:0x4f06d5f6c995e5f!4m15!1m8!3m7!1s0x600108aff239b1b5:0x3780c26ab5607d16!2sbar+HIGH+CENTRAL+whisky+%26cocktail!8m2!3d34.9894426!4d135.760622!10e1!16s%2Fg%2F11vjp442sd!3m5!1s0x600108aff239b1b5:0x3780c26ab5607d16!8m2!3d34.9894426!4d135.760622!16s%2Fg%2F11vjp442sd?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI1MDUxMy4xIKXMDSoJLDEwMjExNDUzSAFQAw%3D%3D",301,6
Kyoto-353,Bar,Tanks,,"https://www.google.com/maps/place/Tanks/@35.0340974,135.7595231,17z/data=!4m15!1m8!3m7!1s0x6001080d3ba66489:0x78a152b341e0bc12!2sTanks!8m2!3d35.0340974!4d135.7595231!10e1!16s%2Fg%2F1wv_s37x!3m5!1s0x6001080d3ba66489:0x78a152b341e0bc12!8m2!3d35.0340974!4d135.7595231!16s%2Fg%2F1wv_s37x?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI1MDUxMy4xIKXMDSoJLDEwMjExNDUzSAFQAw%3D%3D",36,0
Kyoto-354,Bar,Back Alley Kyoto,https://kyoto-tanoshii-spot.jp/back-alley-kyoto/,"https://www.google.com/maps/place/Back+Alley+Kyoto/@35.0042767,135.7702289,17z/data=!3m1!5s0x60010895473fc321:0x2d6a1b399f44c9f8!4m15!1m8!3m7!1s0x600109da77a7ed47:0x51162213fed85c10!2sBack+Alley+Kyoto!8m2!3d35.0042767!4d135.7702289!10e1!16s%2Fg%2F11t_yh9sq8!3m5!1s0x600109da77a7ed47:0x51162213fed85c10!8m2!3d35.0042767!4d135.7702289!16s%2Fg%2F11t_yh9sq8?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI1MDUxMy4xIKXMDSoJLDEwMjExNDUzSAFQAw%3D%3D",294,1
Kyoto-355,Bar,The Roots of all evil.,https://www.instagram.com/the_roots_of_all_evil/,"https://www.google.com/maps/place/The+Roots+of+all+evil./@34.9875461,135.7593948,17z/data=!3m1!5s0x600108afa9039257:0x6500bc26383b8a9d!4m15!1m8!3m7!1s0x600108afa81c4afb:0xc6a26b0687897e2!2sThe+Roots+of+all+evil.!8m2!3d34.9875461!4d135.7593948!10e1!16s%2Fg%2F11dfjbyl5c!3m5!1s0x600108afa81c4afb:0xc6a26b0687897e2!8m2!3d34.9875461!4d135.7593948!16s%2Fg%2F11dfjbyl5c?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI1MDUxMy4xIKXMDSoJLDEwMjExNDUzSAFQAw%3D%3D",184,0
Kyoto-356,Bar,Ki Bar 気,http://www.kibarkyoto.com/,"https://www.google.com/maps/place/Ki+Bar+%E6%B0%97/@35.0082696,135.7711908,17z/data=!3m1!5s0x600108ecab98e4f7:0xd1b89bbe2b0eb79f!4m15!1m8!3m7!1s0x60010893549bbfff:0xe1a40b571460b008!2zS2kgQmFyIOawlw!8m2!3d35.0082696!4d135.7711908!10e1!16s%2Fg%2F11g6xw89dj!3m5!1s0x60010893549bbfff:0xe1a40b571460b008!8m2!3d35.0082696!4d135.7711908!16s%2Fg%2F11g6xw89dj?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI1MDUxMy4xIKXMDSoJLDEwMjExNDUzSAFQAw%3D%3D",240,1
Kyoto-357,Bar,Kay's Kitayama,,"https://www.google.com/maps/place/Kay's+Kitayama/@35.0526967,135.7449284,17z/data=!4m15!1m8!3m7!1s0x6001a805753ff685:0x43d769e3c2f0a690!2sKay's+Kitayama!8m2!3d35.0526967!4d135.7449284!10e1!16s%2Fg%2F1tcvbtfc!3m5!1s0x6001a805753ff685:0x43d769e3c2f0a690!8m2!3d35.0526967!4d135.7449284!16s%2Fg%2F1tcvbtfc?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI1MDUxMy4xIKXMDSoJLDEwMjExNDUzSAFQAw%3D%3D",51,0
Kyoto-358,Bar,Ki WEST,https://www.instagram.com/kiwest_bar_kyoto?igsh=b3VmZjJtdmlhZGM0,"https://www.google.com/maps/place/Ki+WEST/@35.0073776,135.7571923,17z/data=!3m1!5s0x6001088499484d51:0x95249b49ee5fb1b4!4m15!1m8!3m7!1s0x6001096cf89812a7:0x5767b65d58e8e954!2sKi+WEST!8m2!3d35.0073776!4d135.7571923!10e1!16s%2Fg%2F11hdqh8yhs!3m5!1s0x6001096cf89812a7:0x5767b65d58e8e954!8m2!3d35.0073776!4d135.7571923!16s%2Fg%2F11hdqh8yhs?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI1MDUxMy4xIKXMDSoJLDEwMjExNDUzSAFQAw%3D%3D",144,0
Kyoto-359,Bar,BAR Red Tails,,"https://www.google.com/maps/place/BAR+Red+Tails/@35.0341751,135.7592024,17z/data=!4m15!1m8!3m7!1s0x6001080cd7e7b1ad:0x63991dbfeb8e872a!2sBAR+Red+Tails!8m2!3d35.0341751!4d135.7592024!10e1!16s%2Fg%2F11c6q5p7w4!3m5!1s0x6001080cd7e7b1ad:0x63991dbfeb8e872a!8m2!3d35.0341751!4d135.7592024!16s%2Fg%2F11c6q5p7w4?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI1MDUxMy4xIKXMDSoJLDEwMjExNDUzSAFQAw%3D%3D",38,0
Kyoto-360,Bar,LCbar 白梅町店,https://www.instagram.com/lc_hakubaicho?igsh=MTNucm5lZjY3cDV1bA==,"https://www.google.com/maps/place/LCbar+%E7%99%BD%E6%A2%85%E7%94%BA%E5%BA%97/@35.0271795,135.7324115,17z/data=!3m1!5s0x60010793390a3e5b:0x36c581f53f0d7c38!4m15!1m8!3m7!1s0x6001079ef1bc08bf:0x44fb10a3b6e0a639!2zTENiYXIg55m95qKF55S65bqX!8m2!3d35.0271795!4d135.7324115!10e1!16s%2Fg%2F11smfyx13g!3m5!1s0x6001079ef1bc08bf:0x44fb10a3b6e0a639!8m2!3d35.0271795!4d135.7324115!16s%2Fg%2F11smfyx13g?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI1MDUxMy4xIKXMDSoJLDEwMjExNDUzSAFQAw%3D%3D",12,0
